date,strategy_return,benchmark_return,active_return,relative_nav,relative_drawdown,rolling_beta_60
2024-01-02,0.0,0.0,0.0,1.0,0.0,
2024-01-03,0.0,0.0,0.0,1.0,0.0,
2024-01-04,0.0,0.0,0.0,1.0,0.0,
2024-01-05,0.0,0.0,0.0,1.0,0.0,
2024-01-08,-0.0039004398939349594,-0.011000103834190367,0.007099663940255407,1.0071786296113676,0.0,
2024-01-09,0.005328784604055947,0.001960709129728677,0.00336807547432727,1.010564245044938,0.0,
2024-01-10,-0.0016826315948937909,-0.004668186687376341,0.0029855550924825502,1.013595490693596,0.0,
2024-01-11,-0.0061637100590650196,0.005658306401731483,-0.011822016460796503,1.001680168660963,-0.011755500238541217,
2024-01-12,0.01110148736059191,-0.0034909420597680763,0.014592429420359987,1.016348321495592,0.0,
2024-01-15,0.010462459603886254,-0.0009886829750130888,0.011451142578899343,1.0279981890605856,0.0,
2024-01-16,0.01030931848404859,0.006082440291137914,0.004226878192910677,1.032317142412395,0.0,
2024-01-17,-0.004434624184096125,-0.021749983943656237,0.01731535975956011,1.0505895087946533,0.0,
2024-01-18,0.0028030846319302416,0.014136215803748575,-0.011333131171818334,1.0388490063598106,-0.011175156744438364,
2024-01-19,-0.006498808147800461,-0.0015124915680045925,-0.004986316579795869,1.0336611297158143,-0.01611321923275344,
2024-01-22,-0.020719884968194102,-0.015558863971109838,-0.005161020997084265,1.028242068484939,-0.021271333972631923,
2024-01-23,0.01391257396170209,0.004048274846516042,0.009864299115186048,1.0383440601724436,-0.011655788031101677,
2024-01-24,0.01206920844651349,0.013978012539245022,-0.0019088040927315308,1.0363893872237104,-0.013516336734824885,
2024-01-25,0.006910596900722155,0.020081724471172624,-0.01317112757045047,1.0230076977920513,-0.026253651661005795,
2024-01-26,0.008774245897112953,-0.0027215735708822075,0.01149581946799516,1.0348001034999499,-0.015029090965146485,
2024-01-29,-0.011545511019328658,-0.008956989592422637,-0.002588521426906021,1.032097292206853,-0.017601752571293594,
2024-01-30,-0.012187402866358998,-0.017833448346832204,0.005646045480473205,1.038030367653441,-0.011954375173250487,
2024-01-31,-0.02350765047760417,-0.009148426259283915,-0.014359224218320255,1.0229874377236938,-0.026272936137185954,
2024-02-01,0.00721136157487301,0.0007336677290696869,0.006477693845803323,1.0296091789954895,-0.01997005454893086,
2024-02-02,-0.033917203345141034,-0.011835432081998554,-0.02208177126314248,1.0066012761429182,-0.04187004751475487,
2024-02-05,-0.022689068257030875,0.006539758739072532,-0.029228826996103408,0.9773706627478786,-0.06969310604555623,
2024-02-06,0.06749522485495763,0.03476729006362289,0.032727934791334734,1.008283239541265,-0.0402690764558713,
2024-02-07,0.022264311585426633,0.00964401278862903,0.012620298796797602,1.0208865290112517,-0.02827267884816409,
2024-02-08,0.03502518168316282,0.006370322075109902,0.02865485960805292,1.0499547154659656,-0.0006042258402294554,
2024-02-19,-0.0057188290582411705,0.011553880764235913,-0.017272709822477084,1.0320262951693784,-0.017669330856513676,
2024-02-20,0.004275910730498378,0.002070034502533513,0.0022058762279648647,1.034298114695724,-0.01550690727686832,
2024-02-21,0.022416358084586863,0.013491342637357073,0.00892501544722979,1.043406358902999,-0.006837256446521778,
2024-02-22,0.013312818611680877,0.008621669712291835,0.0046911488993890416,1.0482592930994055,-0.0022180077715808766,
2024-02-23,0.018408718335320096,0.0008796346089039453,0.01752908372641615,1.0666181689125929,0.0,
2024-02-26,0.014977609065152553,-0.01042569909179536,0.025403308156947912,1.0939992660225506,0.0,
2024-02-27,0.022202278503635098,0.0119964359338256,0.010205842569809498,1.105032095669041,0.0,
2024-02-28,-0.021325885701028557,-0.01274097677483621,-0.008584908926192347,1.0954230673606973,-0.008695700646166205,
2024-02-29,0.042434814474879845,0.019077692695622872,0.023357121779256973,1.1205300147186286,0.0,
2024-03-01,0.017513375713436252,0.006177612985813985,0.011335762727622267,1.1331540904405444,0.0,
2024-03-04,0.015338821720733531,0.0008663566438389392,0.014472465076894592,1.14953942789522,0.0,
2024-03-05,-0.012234712292629402,0.006960155826154502,-0.019194868118783903,1.1276266862756792,-0.019062192290057012,
2024-03-06,-0.004176634394224221,-0.004057199046196502,-0.00011943534802771882,1.1274914591465792,-0.019179828210860173,
2024-03-07,-0.021446273411328542,-0.006006114251342121,-0.015440159159986422,1.1099776214556798,-0.0344153540796569,
2024-03-08,0.005214692795365572,0.004303457498045171,0.0009112352973204008,1.1109847381596547,-0.03353924954636667,
2024-03-11,0.024064444198796053,0.012512024282703926,0.011552419916092127,1.1236606984522572,-0.02251225909697252,
2024-03-12,0.010851083970227604,0.002292949195155325,0.00855813477507228,1.1332551385872778,-0.014165924989418044,
2024-03-13,-0.0067725459891038176,-0.006986252096598422,0.0002137061074946045,1.1334990259906266,-0.013953764016570558,
2024-03-14,0.01932710892383671,-0.0028378990813078264,0.022165008005144538,1.1586945433109888,0.0,
2024-03-15,0.0009796686878933425,0.002181222231174118,-0.0012015535432807756,1.1573053399381739,-0.0011989383922057506,
2024-03-18,0.00426868695506788,0.009393575841745383,-0.005124888886677503,1.1514294740548432,-0.006270047009443447,
2024-03-19,-0.00582143277323055,-0.007186845780024376,0.0013654130067938253,1.1530130316191216,-0.004903373132000843,
2024-03-20,-0.0014732036300282303,0.0021673566019961843,-0.0036405602320244146,1.1488244962789254,-0.008518247616718377,
2024-03-21,-0.0036243136054957548,-0.0011976401969774342,-0.0024266734085183206,1.1460333316117493,-0.010927135000618815,
2024-03-22,-0.014136286609551907,-0.01007737867520786,-0.004058907934344047,1.1413343342532725,-0.014982558740726626,
2024-03-25,-0.004860687354014681,-0.00542707733310166,0.0005663899790869786,1.1419843020082516,-0.014421610422870712,
2024-03-26,0.0064327845326925814,0.0051007398965841055,0.001332044636108476,1.1434977563353939,-0.013115438459017748,
2024-03-27,-0.011064235083165008,-0.011558387209922194,0.0004941521267571858,1.1440694257601969,-0.01262206474969696,
2024-03-28,-0.0001484108445199972,0.005189581895787665,-0.005337992740307662,1.1379939208016219,-0.017865469919461696,
2024-03-29,0.006133843384263926,0.004691611532633644,0.0014422318516302823,1.1396275077259104,-0.016455618691871954,
2024-04-01,0.012153336874874965,0.016441911822074662,-0.004288574947199697,1.1348191877206757,-0.020605392273695178,
2024-04-02,0.0019049847095495842,-0.004163645652646153,0.006068630362195737,1.1417347799745028,-0.014636957975156406,1.144547354060025
2024-04-03,0.005531467980672611,-0.003595131198689816,0.009126599179362427,1.1521925326734637,-0.005611496727123133,1.138071932157237
2024-04-08,-0.00351998612050608,-0.00879953293385316,0.00527954681334708,1.158329590328656,-0.0003149691041868241,1.1308610339180207
2024-04-09,-0.0062853556961104395,-0.0008259793553232475,-0.005459376340787192,1.152000605557621,-0.005777137548468647,1.1328463773062678
2024-04-10,0.0056370136059396,-0.008144362778184866,0.013781376384124466,1.168007122377345,0.0,1.1141225242403752
2024-04-11,-0.00011132055751461589,-0.00013239330283909556,2.107274532447967e-05,1.1680317387530152,0.0,1.1262056209166018
2024-04-12,-0.02025431519745602,-0.008106168375784262,-0.012148146821671757,1.1537263558558262,-0.012247426523239402,1.146049491857976
2024-04-15,0.006309372322259144,0.021070308492424417,-0.014760936170165273,1.1370476992001748,-0.026526710298059974,1.0869703043984018
2024-04-16,-0.024658522848378328,-0.010696023415672218,-0.01396249943270611,1.121000025046619,-0.040265784007382455,1.1232555648771463
2024-04-17,0.0269592966393708,0.015461755026537238,0.011497541612833562,1.1336925212161317,-0.02939921613221219,1.148759010355927
2024-04-18,-0.007972444804274614,0.0012338016207424918,-0.009206246425017106,1.1232683298797828,-0.03832379496898064,1.1526982186660102
2024-04-19,-0.003958278184061803,-0.007882790137940465,0.003924511953878662,1.1277116355136396,-0.03451969831095614,1.1463122629200977
2024-04-22,-0.009871380333031254,-0.003037274590291128,-0.006834105742740126,1.1199812556629272,-0.041137994367675734,1.2219705072395743
2024-04-23,-0.006950962594878929,-0.00698970943709909,3.874684222016089e-05,1.1200249568585894,-0.04110057997711403,1.2525976001650303
2024-04-24,0.012327380014546252,0.004391332558520977,0.007936047456025275,1.1288746660520372,-0.03352398004422541,1.2529237347555726
2024-04-25,0.00965189575594061,0.0024588101732667678,0.007193085582673842,1.1369748413436493,-0.026589086904883374,1.2466042359522496
2024-04-26,-0.006086717563929311,0.01529283362995737,-0.02137955119388668,1.1130329685937357,-0.047086708635157404,1.1855682977931816
2024-04-29,0.02933986270997191,0.011060274772903389,0.01827958793706852,1.1331561843247022,-0.029858396198673476,1.2199244783168817
2024-04-30,-0.006446234720580368,-0.005385892372662515,-0.001060342347917853,1.1319481444629806,-0.030892648797846256,1.282106823286497
2024-05-06,0.006523890395047305,0.014838277946306766,-0.008314387551259461,1.1226742968307846,-0.03883237108835247,1.2589997787256018
2024-05-07,-0.0015578216361661346,0.00030919574386989446,-0.001867017380036029,1.1205788922966455,-0.04062633307124863,1.2573204563503275
2024-05-08,-0.004065528581898903,-0.007866886325473943,0.00380135774357504,1.1248723900045712,-0.036950493138586116,1.2816171639639784
2024-05-09,0.013156857563190849,0.009458923046876233,0.003697934516314616,1.1289931168043223,-0.03342256948460176,1.2554500576864407
2024-05-10,0.01031411447718189,0.00046826891406626103,0.00984584556311563,1.1401038058838882,-0.023910251701672824,1.2541029361721658
2024-05-13,0.010089585491596775,-0.00043259142721630006,0.010522176918813075,1.1521053716096568,-0.013635217789853327,1.1943322273551356
2024-05-14,0.0023707051262042977,-0.0020863969158654294,0.004457102042069727,1.157251158969014,-0.009229697641187862,1.218007137882851
2024-05-15,-0.006362388989408219,-0.008473781427354554,0.0021113924379463356,1.1597154521970532,-0.007119914879060163,1.0395896946029413
2024-05-16,0.003997214396713078,0.003944506096982492,5.2708299730586106e-05,1.1597763386596867,-0.007067787474800968,1.0191219881427738
2024-05-17,0.0056701459892973816,0.010331673332218072,-0.0046615273429206905,1.1544252947826756,-0.011649036168200122,0.9751248366988435
